AWARDEENUMBER,PROJECTID,REASONFORPARTICIPATION,OUTREACHCHANNEL
3560,777770415,NA,22
3560,777770416,NA,22
3560,777770417,NA,22
3560,777770418,NA,22
3560,777770419,NA,22
3560,777770420,NA,22
3560,777770421,NA,22
3560,777770422,NA,22
3560,777770423,NA,22
3560,777770424,NA,22
3560,777770426,NA,22
3560,777770429,NA,22
3560,777770430,NA,22
3560,777770432,NA,22
3560,777770433,NA,22
3560,777770434,NA,22
3560,777770436,NA,22
3560,777770439,NA,22
3560,777770440,NA,22
3560,777770441,NA,22
3560,777770442,NA,22
3560,777770443,NA,22
3560,777770444,NA,22
3560,777770450,NA,22
3560,777770451,NA,22
3560,777770452,NA,22
3560,777770453,NA,22
3560,777770454,NA,22
3560,777770457,NA,22
3560,777770458,NA,22
3560,777770459,NA,22
3560,777770460,NA,11
3560,777770461,NA,22
3560,777770462,NA,22
3560,777770463,NA,22
3560,777770464,NA,22
3560,777770465,NA,22
3560,777770466,NA,22
3560,777770467,NA,22
3560,777770468,NA,22
3560,777770469,NA,22
3560,777770470,NA,22
3560,777770471,NA,22
3560,777770472,NA,22
3560,777770473,NA,22
3560,777770474,NA,22
3560,777770475,NA,22
3560,777770476,NA,22
3560,777770477,NA,22
3560,777770478,NA,22
3560,777770479,NA,20
3560,777770480,NA,22
3560,777770481,NA,22
3560,777770482,NA,22
3560,777770483,NA,22
3560,777770484,NA,22
3560,777770485,NA,22
3560,777770486,NA,22
3560,777770487,NA,22
3560,777770488,NA,3
3560,777770490,NA,3
3560,777770491,NA,22
3560,777770494,NA,22
3560,777770497,NA,22
3560,777770498,NA,22
3560,777770499,NA,22
3560,777770500,NA,22
3560,777770501,NA,22
3560,777770502,NA,22
3560,777770503,NA,22
3560,777770504,NA,22
3560,777770505,NA,11
3560,777770506,NA,22
3560,777770507,NA,22
3560,777770508,NA,22
3560,777770509,NA,22
3560,777770510,NA,22
3560,777770511,NA,22
3560,777770512,NA,22
3560,777770513,NA,22
3560,777770514,NA,22
3560,777770515,NA,16
3560,777770516,NA,22
3560,777770517,NA,22
3560,777770518,NA,22
3560,777770519,NA,22
3560,777770521,NA,22
3560,777770522,NA,22
3560,777770523,NA,22
3560,777770524,NA,22
3560,777770525,NA,22
3560,777770532,NA,11
3560,777770533,NA,11
3560,777770534,NA,22
3560,777770535,NA,22
3560,777770536,NA,22
3560,777770537,NA,22
3560,777770538,NA,22
3560,777770539,NA,22
3560,777770540,NA,22
3560,777770541,NA,22
3560,777770542,NA,22
3560,777770543,NA,22
3560,777770544,NA,22
3560,777770545,NA,22
3560,777770546,NA,22
3560,777770547,NA,22
3560,777770548,NA,22
3560,777770549,NA,22
3560,777770550,NA,22
3560,777770551,NA,22
3560,777770552,NA,22
3560,777770553,NA,22
3560,777770554,NA,22
3560,777770555,NA,22
3560,777770556,NA,22
3560,777770557,NA,22
3560,777770558,NA,22
3560,777770559,NA,22
3560,777770560,NA,22
3560,777770561,NA,22
3560,777770562,NA,22
3560,777770563,NA,22
3560,777770564,NA,22
3560,777770565,NA,22
3560,777770566,NA,22
3560,777770567,NA,22
3560,777770568,NA,22
3560,777770569,NA,22
3560,777770570,NA,22
3560,777770571,NA,22
3560,777770572,NA,22
3560,777770573,NA,22
3560,777770574,NA,22
3560,777770575,NA,9
3560,777770576,NA,9
3560,777770577,NA,22
3560,777770579,NA,9
3560,777770584,NA,22
3560,777770585,NA,22
3560,777770586,NA,22
3560,777770587,NA,22
3560,777770588,NA,22
3560,777770589,NA,22
3560,777770590,NA,22
3560,777770593,NA,22
3560,777770597,NA,22
3560,777770602,NA,22
3560,777770603,NA,22
3560,777770604,NA,22
3560,777770605,NA,22
3560,777770606,NA,22
3560,777770607,NA,22
3560,777770608,NA,22
3560,777770609,NA,22
3560,777770610,NA,22
3560,777770611,NA,22
3560,777770612,NA,22
3560,777770615,NA,22
3560,777770619,NA,22
3560,777770620,NA,22
3560,777770624,NA,22
3560,777770628,NA,22
3560,777770632,NA,22
3560,777770633,NA,22
3560,777770634,NA,22
3560,777770635,NA,11
3560,777770636,NA,22
3560,777770637,NA,22
3560,777770638,NA,22
3560,777770639,NA,22
3560,777770640,NA,22
3560,777770641,NA,22
3560,777770642,NA,22
3560,777770645,NA,22
3560,777770646,NA,22
3560,777770647,NA,22
3560,777770650,NA,22
3560,777770651,NA,22
3560,777770652,NA,22
3560,777770653,NA,22
3560,777770654,NA,22
3560,777770655,NA,22
3560,777770656,NA,22
3560,777770657,NA,22
3560,777770658,NA,22
3560,777770659,NA,22
3560,777770661,NA,22
3560,777770662,NA,22
3560,777770663,NA,9
3560,777770664,NA,22
3560,777770670,NA,22
3560,777770671,NA,22
3560,777770672,NA,22
3560,777770675,NA,22
3560,777770676,NA,22
3560,777770677,NA,22
3560,777770678,NA,22
3560,777770679,NA,22
3560,777770680,NA,22
3560,777770681,NA,22
3560,777770682,NA,22
3560,777770683,NA,22
3560,777770684,NA,22
3560,777770685,NA,22
3560,777770686,NA,22
3560,777770687,NA,22
3560,777770688,NA,22
3560,777770689,NA,22
3560,777770690,NA,22
3560,777770691,NA,22
3560,777770692,NA,22
3560,777770693,NA,22
3560,777770694,NA,22
3560,777770695,NA,22
3560,777770696,NA,22
3560,777770697,NA,22
3560,777770698,NA,22
3560,777770699,NA,22
3560,777770700,NA,22
3560,777770701,NA,22
3560,777770702,NA,22
3560,777770703,NA,22
3560,777770704,NA,22
3560,777770708,NA,22
3560,777770709,NA,22
3560,777770710,NA,22
3560,777770711,NA,22
3560,777770712,NA,22
3560,777770713,NA,22
3560,777770714,NA,22
3560,777770715,NA,22
3560,777770716,NA,22
3560,777770717,NA,22
3560,777770718,NA,22
3560,777770719,NA,22
3560,777770720,NA,22
3560,777770721,NA,22
3560,777770722,NA,22
3560,777770723,NA,22
3560,777770724,NA,22
3560,777770725,NA,22
3560,777770726,NA,22
3560,777770727,NA,9
3560,777770728,NA,9
3560,777770729,NA,22
3560,777770730,NA,22
3560,777770731,NA,22
3560,777770732,NA,22
3560,777770733,NA,22
3560,777770734,NA,22
3560,777770736,NA,22
3560,777770739,NA,22
3560,777770749,NA,22
3560,777770752,NA,22
3560,777770770,NA,22
3560,777770771,NA,22
3560,777770772,NA,22
3560,777770774,NA,22
3560,777770776,NA,22
3560,777770777,NA,22
3560,777770784,NA,22
3560,777770786,NA,3
3560,777770787,NA,3
3560,777770788,NA,22
3560,777770789,NA,22
3560,777770790,NA,20
3560,777770791,NA,22
3560,777770792,NA,22
3560,777770795,NA,22
3560,777770796,NA,22
3560,777770797,NA,22
3560,777770798,NA,22
3560,777770799,NA,22
3560,777770800,NA,22
3560,777770801,NA,22
3560,777770802,NA,9
3560,777770803,NA,22
3560,777770804,NA,9
3560,777770805,NA,22
3560,777770806,NA,22
3560,777770809,NA,22
3560,777770812,NA,22
3560,777770813,NA,22
3560,777770814,NA,22
3560,777770815,NA,22
3560,777770816,NA,22
3560,777770817,NA,22
3560,777770818,NA,22
3560,777770819,NA,22
3560,777770820,NA,22
3560,777770821,NA,22
3560,777770822,NA,22
3560,777770823,NA,22
3560,777770824,NA,22
3560,777770825,NA,22
3560,777770826,NA,11
3560,777770827,NA,22
3560,777770828,NA,22
3560,777770832,NA,22
3560,777770833,NA,22
3560,777770834,NA,22
3560,777770835,NA,22
3560,777770836,NA,22
3560,777770837,NA,22
3560,777770838,NA,22
3560,777770839,NA,22
3560,777770840,NA,23
3560,777770841,NA,22
3560,777770842,NA,22
3560,777770843,NA,22
3560,777770844,NA,22
3560,777770845,NA,22
3560,777770846,NA,22
3560,777770847,NA,22
3560,777770848,NA,22
3560,777770849,NA,22
3560,777770850,NA,22
3560,777770851,NA,22
3560,777770852,NA,22
3560,777770853,NA,22
3560,777770854,NA,22
3560,777770855,NA,22
3560,777770856,NA,22
3560,777770857,NA,22
3560,777770858,NA,9
3560,777770859,NA,22
3560,777770860,NA,22
3560,777770861,NA,22
3560,777770862,NA,22
3560,777770864,NA,22
3560,777770865,NA,22
3560,777770866,NA,22
3560,777770867,NA,22
3560,777770868,NA,22
3560,777770869,NA,22
3560,777770870,NA,22
3560,777770871,NA,11
3560,777770872,NA,9
3560,777770873,NA,22
3560,777770874,NA,22
3560,777770877,NA,22
3560,777770878,NA,22
3560,777770879,NA,22
3560,777770880,NA,22
3560,777770881,NA,22
3560,777770882,NA,22
3560,777770883,NA,22
3560,777770884,NA,22
3560,777770885,NA,22
3560,777770886,NA,22
3560,777770887,NA,22
3560,777770888,NA,22
3560,777770889,NA,22
3560,777770890,NA,22
3560,777770891,NA,22
3560,777770892,NA,22
3560,777770893,NA,22
3560,777770894,NA,22
3560,777770895,NA,22
3560,777770896,NA,22
3560,777770897,NA,22
3560,777770898,NA,22
3560,777770899,NA,22
3560,777770900,NA,22
3560,777770901,NA,22
3560,777770902,NA,22
3560,777770903,NA,22
3560,777770904,NA,22
3560,777770905,NA,22
3560,777770906,NA,22
3560,777770907,NA,9
3560,777770915,NA,22
3560,777770916,NA,22
3560,777770918,NA,22
3560,777770919,NA,22
3560,777770922,NA,22
3560,777770925,NA,22
3560,777770926,NA,22
3560,777770927,NA,22
3560,777770928,NA,22
3560,777770929,NA,22
3560,777770930,NA,22
3560,777770931,NA,22
3560,777770932,NA,22
3560,777770933,NA,22
3560,777770934,NA,22
3560,777770941,NA,22
3560,777770942,NA,22
3560,777770943,NA,22
3560,777770952,NA,22
3560,777770953,NA,22
3560,777770954,NA,22
3560,777770955,NA,22
3560,777770956,NA,22
3560,777770957,NA,22
3560,777770958,NA,22
3560,777770959,NA,22
3560,777770960,NA,22
3560,777770961,NA,9
3560,777770962,NA,22
3560,777770963,NA,22
3560,777770966,NA,11
3560,777770967,NA,11
3560,777770968,NA,22
3560,777770969,NA,11
3560,777770970,NA,22
3560,777770971,NA,22
3560,777770972,NA,22
3560,777770973,NA,22
3560,777770974,NA,22
3560,777770975,NA,22
3560,777770976,NA,22
3560,777770977,NA,22
3560,777770978,NA,22
3560,777770979,NA,22
3560,777770980,NA,22
3560,777770981,NA,22
3560,777770982,NA,22
3560,777770983,NA,22
3560,777770984,NA,22
3560,777770985,NA,22
3560,777770986,NA,22
3560,777770987,NA,22
3560,777770988,NA,22
3560,777770989,NA,22
3560,777770990,NA,22
3560,777770991,NA,22
3560,777770992,NA,22
3560,777770993,NA,22
3560,777770994,NA,22
3560,777770995,NA,22
3560,777770996,NA,22
3560,777770997,NA,22
3560,777770998,NA,22
3560,777770999,NA,22
3560,777771000,NA,22
3560,777771001,NA,22
3560,777771002,NA,22
3560,777771003,NA,22
3560,777771004,NA,22
3560,777771005,NA,22
3560,777771006,NA,22
3560,777771007,NA,22
3560,777771008,NA,22
3560,777771010,NA,22
3560,777771011,NA,22
3560,777771012,NA,13
3560,777771013,NA,22
3560,777771014,NA,22
3560,777771017,NA,11
3560,777771018,NA,11
3560,777771019,NA,9
3560,777771024,NA,22
3560,777771025,NA,22
3560,777771026,NA,22
3560,777771027,NA,22
3560,777771028,NA,22
3560,777771029,NA,22
3560,777771030,NA,22
3560,777771031,NA,22
3560,777771032,NA,22
3560,777771033,NA,22
3560,777771034,NA,22
3560,777771035,NA,22
3560,777771036,NA,22
3560,777771037,NA,22
3560,777771038,NA,22
3560,777771039,NA,22
3560,777771040,NA,22
3560,777771041,NA,22
3560,777771042,NA,22
3560,777771043,NA,22
3560,777771044,NA,22
3560,777771045,NA,22
3560,777771046,NA,22
3560,777771047,NA,22
3560,777771048,NA,22
3560,777771049,NA,22
3560,777771051,NA,22
3560,777771052,NA,22
3560,777771058,NA,22
3560,777771061,NA,22
3560,777771062,NA,22
3560,777771063,NA,22
3560,777771064,NA,22
3560,777771066,NA,22
3560,777771067,NA,22
3560,777771068,NA,22
3560,777771070,NA,22
3560,777771072,NA,22
3560,777771074,NA,22
3560,777771075,NA,22
3560,777771076,NA,22
3560,777771077,NA,22
3560,777771078,NA,22
3560,777771081,NA,22
3560,777771083,NA,22
3560,777771084,NA,22
3560,777771085,NA,22
3560,777771087,NA,22
3560,777771088,NA,22
3560,777771089,NA,22
3560,777771093,NA,22
3560,777771094,NA,22
3560,777771095,NA,22
3560,777771096,NA,22
3560,777771097,NA,11
3560,777771098,NA,22
3560,777771099,NA,22
3560,777771103,NA,22
3560,777771106,NA,22
3560,777771107,NA,22
3560,777771108,NA,22
3560,777771109,NA,22
3560,777771110,NA,22
3560,777771111,NA,22
3560,777771112,NA,22
3560,777771113,NA,22
3560,777771114,NA,22
3560,777771115,NA,22
3560,777771118,NA,22
3560,777771120,NA,22
3560,777771121,NA,22
3560,777771122,NA,22
3560,777771123,NA,22
3560,777771126,NA,22
3560,777771127,NA,22
3560,777771129,NA,22
3560,777771131,NA,22
3560,777771133,NA,22
3560,777771135,NA,22
3560,777771136,NA,22
3560,777771137,NA,22
3560,777771138,NA,22
3560,777771139,NA,22
3560,777771140,NA,22
3560,777771141,NA,22
3560,777771142,NA,22
3560,777771143,NA,22
3560,777771144,NA,22
3560,777771145,NA,22
3560,777771146,NA,22
3560,777771147,NA,22
3560,777771149,NA,22
3560,777771151,NA,22
3560,777771152,NA,22
3560,777771153,NA,22
3560,777771154,NA,22
3560,777771155,NA,22
3560,777771156,NA,22
3560,777771157,NA,22
3560,777771158,NA,22
3560,777771159,NA,22
3560,777771160,NA,22
3560,777771161,NA,22
3560,777771162,NA,22
3560,777771163,NA,22
3560,777771164,NA,22
3560,777771165,NA,22
3560,777771166,NA,22
3560,777771167,NA,22
3560,777771168,NA,22
3560,777771169,NA,11
3560,777771170,NA,22
3560,777771171,NA,9
3560,777771172,NA,11
3560,777771173,NA,22
3560,777771174,NA,22
3560,777771175,NA,22
3560,777771178,NA,22
3560,777771179,NA,22
3560,777771183,NA,22
3560,777771184,NA,22
3560,777771186,NA,22
3560,777771191,NA,22
3560,777771197,NA,22
3560,777771199,NA,22
3560,777771203,NA,22
3560,777771204,NA,22
3560,777771205,NA,22
3560,777771207,NA,22
3560,777771208,NA,22
3560,777771211,NA,22
3560,777771212,NA,22
3560,777771213,NA,22
3560,777771214,NA,22
3560,777771215,NA,22
3560,777771216,NA,22
3560,777771217,NA,22
3560,777771218,NA,22
3560,777771219,NA,22
3560,777771220,NA,22
3560,777771222,NA,22
3560,777771223,NA,22
3560,777771224,NA,22
3560,777771230,NA,22
3560,777771231,NA,22
3560,777771232,NA,22
3560,777771233,NA,22
3560,777771240,NA,22
3560,777771245,NA,22
3560,777771246,NA,22
3560,777771247,NA,22
3560,777771252,NA,22
3560,777771253,NA,22
3560,777771254,NA,22
3560,777771255,NA,22
3560,777771258,NA,22
3560,777771259,NA,22
3560,777771266,NA,22
3560,777771267,NA,22
3560,777771268,NA,22
3560,777771269,NA,22
3560,777771270,NA,22
3560,777771271,NA,22
3560,777771275,NA,22
3560,777771276,NA,22
3560,777771277,NA,22
3560,777771278,NA,22
3560,777771279,NA,22
3560,777771280,NA,22
3560,777771281,NA,22
3560,777771282,NA,22
3560,777771284,NA,22
3560,777771285,NA,22
3560,777771286,NA,22
3560,777771287,NA,22
3560,777771290,NA,22
3560,777771291,NA,22
3560,777771295,NA,22
3560,777771296,NA,22
3560,777771297,NA,22
3560,777771298,NA,22
3560,777771299,NA,22
3560,777771300,NA,22
3560,777771301,NA,22
3560,777771302,NA,22
3560,777771303,NA,22
3560,777771304,NA,22
3560,777771305,NA,22
3560,777771307,NA,22
3560,777771308,NA,22
3560,777771309,NA,22
3560,777771310,NA,22
3560,777771311,NA,22
3560,777771312,NA,22
3560,777771313,NA,22
3560,777771314,NA,22
3560,777771315,NA,22
3560,777771316,NA,22
3560,777771317,NA,22
3560,777771318,NA,22
3560,777771319,NA,22
3560,777771324,NA,22
3560,777771325,NA,22
3560,777771326,NA,9
3560,777771327,NA,22
3560,777771328,NA,22
3560,777771329,NA,22
3560,777771330,NA,22
3560,777771331,NA,22
3560,777771332,NA,22
3560,777771333,NA,22
3560,777771334,NA,22
3560,777771335,NA,22
3560,777771336,NA,22
3560,777771337,NA,22
3560,777771338,NA,22
3560,777771339,NA,22
3560,777771340,NA,22
3560,777771341,NA,22
3560,777771342,NA,22
3560,777771343,NA,22
3560,777771365,NA,22
3560,777771368,NA,22
3560,777771369,NA,22
3560,777771370,NA,11
3560,777771371,NA,9
3560,777771372,NA,11
3560,777771380,NA,22
3560,777771381,NA,22
3560,777771382,NA,22
3560,777771383,NA,22
3560,777771384,NA,22
3560,777771386,NA,22
3560,777771388,NA,22
3560,777771389,NA,22
3560,777771390,NA,22
3560,777771391,NA,22
3560,777771395,NA,22
3560,777771396,NA,22
3560,777771399,NA,22
3560,777771400,NA,3
3560,777771412,NA,22
3560,777771413,NA,22
3560,777771414,NA,22
3560,777771415,NA,22
3560,777771416,NA,22
3560,777771417,NA,22
3560,777771418,NA,22
3560,777771419,NA,22
3560,777771420,NA,3
3560,777771421,NA,22
3560,777771426,NA,22
3560,777771427,NA,22
3560,777771428,NA,22
3560,777771429,NA,22
3560,777771430,NA,22
3560,777771431,NA,22
3560,777771432,NA,22
3560,777771433,NA,9
3560,777771434,NA,22
3560,777771439,NA,22
3560,777771441,NA,22
3560,777771442,NA,22
3560,777771443,NA,22
3560,777771448,NA,22
3560,777771449,NA,22
3560,777771450,NA,22
3560,777771451,NA,9
3560,777771452,NA,22
3560,777771455,NA,22
3560,777771456,NA,22
3560,777771457,NA,22
3560,777771460,NA,22
3560,777771461,NA,22
3560,777771462,NA,22
3560,777771463,NA,22
3560,777771464,NA,22
3560,777771465,NA,22
3560,777771466,NA,22
3560,777771469,NA,22
3560,777771471,NA,3
3560,777771472,NA,22
3560,777771473,NA,22
3560,777771474,NA,22
3560,777771475,NA,22
3560,777771476,NA,22
3560,777771477,NA,22
3560,777771478,NA,22
3560,777771479,NA,22
3560,777771480,NA,22
3560,777771481,NA,22
3560,777771482,NA,22
3560,777771483,NA,22
3560,777771484,NA,22
3560,777771485,NA,22
3560,777771486,NA,22
3560,777771487,NA,22
3560,777771488,NA,22
3560,777771489,NA,22
3560,777771490,NA,22
3560,777771491,NA,22
3560,777771492,NA,22
3560,777771493,NA,22
3560,777771494,NA,22
3560,777771495,NA,22
3560,777771496,NA,22
3560,777771497,NA,22
3560,777771499,NA,22
3560,777771501,NA,22
3560,777771504,NA,22
3560,777771505,NA,22
3560,777771506,NA,22
3560,777771507,NA,22
3560,777771508,NA,22
3560,777771509,NA,22
3560,777771510,NA,22
3560,777771511,NA,22
3560,777771512,NA,22
3560,777771513,NA,22
3560,777771514,NA,22
3560,777771515,NA,22
3560,777771516,NA,22
3560,777771518,NA,22
3560,777771519,NA,22
3560,777771520,NA,22
3560,777771521,NA,22
3560,777771522,NA,22
3560,777771523,NA,22
3560,777771524,NA,22
3560,777771525,NA,22
3560,777771526,NA,22
3560,777771527,NA,22
3560,777771528,NA,22
3560,777771529,NA,22
3560,777771530,NA,22
3560,777771532,NA,22
3560,777771533,NA,22
3560,777771534,NA,22
3560,777771535,NA,22
3560,777771536,NA,22
3560,777771537,NA,22
3560,777771538,NA,22
3560,777771539,NA,22
3560,777771540,NA,22
3560,777771541,NA,22
3560,777771542,NA,22
3560,777771543,NA,22
3560,777771544,NA,22
3560,777771545,NA,22
3560,777771546,NA,22
3560,777771547,NA,22
3560,777771550,NA,22
3560,777771555,NA,22
3560,777771556,NA,22
3560,777771557,NA,22
3560,777771558,NA,22
3560,777771559,NA,22
3560,777771560,NA,22
3560,777771561,NA,22
3560,777771563,NA,22
3560,777771566,NA,22
3560,777771567,NA,22
3560,777771568,NA,22
3560,777771571,NA,22
3560,777771572,NA,22
3560,777771573,NA,22
3560,777771574,NA,22
3560,777771576,NA,22
3560,777771578,NA,22
3560,777771579,NA,22
3560,777771580,NA,22
3560,777771587,NA,22
3560,777771588,NA,22
3560,777771589,NA,22
3560,777771592,NA,22
3560,777771593,NA,22
3560,777771594,NA,22
3560,777771595,NA,22
3560,777771596,NA,22
3560,777771597,NA,22
3560,777771598,NA,22
3560,777771599,NA,22
3560,777771600,NA,22
3560,777771602,NA,22
3560,777771603,NA,22
3560,777771604,NA,22
3560,777771605,NA,22
3560,777771606,NA,22
3560,777771607,NA,22
3560,777771608,NA,22
3560,777771609,NA,22
3560,777771610,NA,22
3560,777771611,NA,22
3560,777771612,NA,22
3560,777771613,NA,22
3560,777771614,NA,22
3560,777771619,NA,22
3560,777771622,NA,22
3560,777771623,NA,22
3560,777771624,NA,22
3560,777771626,NA,22
3560,777771627,NA,22
3560,777771628,NA,22
3560,777771629,NA,22
3560,777771630,NA,22
3560,777771631,NA,22
3560,777771632,NA,22
3560,777771633,NA,22
3560,777771634,NA,22
3560,777771635,NA,22
3560,777771636,NA,22
3560,777771637,NA,22
3560,777771638,NA,22
3560,777771639,NA,22
3560,777771640,NA,22
3560,777771642,NA,22
3560,777771643,NA,22
3560,777771644,NA,22
3560,777771645,NA,22
3560,777771646,NA,22
3560,777771652,NA,22
3560,777771653,NA,22
3560,777771654,NA,22
3560,777771655,NA,22
3560,777771656,NA,22
3560,777771657,NA,22
3560,777771658,NA,22
3560,777771659,NA,22
3560,777771660,NA,22
3560,777771661,NA,22
3560,777771662,NA,22
3560,777771663,NA,22
3560,777771664,NA,22
3560,777771665,NA,22
3560,777771666,NA,22
3560,777771669,NA,22
3560,777771670,NA,22
3560,777771671,NA,22
3560,777771672,NA,22
3560,777771673,NA,22
3560,777771674,NA,22
3560,777771675,NA,22
3560,777771676,NA,22
3560,777771683,NA,22
3560,777771693,NA,22
3560,777771694,NA,22
3560,777771695,NA,22
3560,777771698,NA,22
3560,777771699,NA,22
3560,777771703,NA,22
3560,777771704,NA,22
3560,777771705,NA,22
3560,777771706,NA,22
3560,777771707,NA,22
3560,777771708,NA,22
3560,777771709,NA,22
3560,777771710,NA,22
3560,777771711,NA,22
3560,777771712,NA,22
3560,777771713,NA,22
3560,777771714,NA,22
3560,777771715,NA,22
3560,777771716,NA,22
3560,777771717,NA,22
3560,777771718,NA,22
3560,777771719,NA,22
3560,777771720,NA,22
3560,777771721,NA,22
3560,777771722,NA,22
3560,777771723,NA,22
3560,777771724,NA,22
3560,777771725,NA,22
3560,777771726,NA,22
3560,777771727,NA,22
3560,777771728,NA,22
3560,777771731,NA,22
3560,777771732,NA,22
3560,777771733,NA,22
3560,777771734,NA,22
3560,777771735,NA,20
3560,777771736,NA,22
3560,777771737,NA,22
3560,777771738,NA,22
3560,777771739,NA,22
3560,777771740,NA,22
3560,777771741,NA,22
3560,777771742,NA,22
3560,777771743,NA,22
3560,777771744,NA,22
3560,777771746,NA,22
3560,777771748,NA,22
3560,777771749,NA,22
3560,777771750,NA,22
3560,777771751,NA,22
3560,777771752,NA,22
3560,777771753,NA,22
3560,777771754,NA,22
3560,777771755,NA,22
3560,777771756,NA,22
3560,777771757,NA,22
3560,777771758,NA,22
3560,777771759,NA,22
3560,777771765,NA,22
3560,777771766,NA,22
3560,777771767,NA,22
3560,777771776,NA,22
3560,777771777,NA,22
3560,777771778,NA,22
3560,777771780,NA,22
3560,777771781,NA,22
3560,777771782,NA,22
3560,777771783,NA,22
3560,777771784,NA,22
3560,777771785,NA,22
3560,777771786,NA,22
3560,777771787,NA,22
3560,777771788,NA,22
3560,777771789,NA,22
3560,777771790,NA,22
3560,777771791,NA,22
3560,777771792,NA,22
3560,777771793,NA,22
3560,777771794,NA,22
3560,777771799,NA,22
3560,777771800,NA,22
3560,777771803,NA,22
3560,777771805,NA,22
3560,777771806,NA,22
3560,777771807,NA,22
3560,777771808,NA,22
3560,777771809,NA,22
3560,777771810,NA,22
3560,777771811,NA,22
3560,777771812,NA,22
3560,777771813,NA,22
3560,777771814,NA,22
3560,777771815,NA,22
3560,777771816,NA,22
3560,777771817,NA,22
3560,777771818,NA,22
3560,777771819,NA,22
3560,777771820,NA,22
3560,777771821,NA,9
3560,777771822,NA,9
3560,777771823,NA,9
3560,777771824,NA,9
3560,777771825,NA,22
3560,777771826,NA,9
3560,777771827,NA,9
3560,777771828,NA,22
3560,777771829,NA,22
3560,777771830,NA,9
3560,777771835,NA,22
3560,777771836,NA,22
3560,777771841,NA,22
3560,777771842,NA,22
3560,777771843,NA,22
3560,777771844,NA,22
3560,777771845,NA,22
3560,777771846,NA,22
3560,777771847,NA,22
3560,777771852,NA,22
3560,777771853,NA,22
3560,777771855,NA,22
3560,777771864,NA,22
3560,777771865,NA,9
3560,777771866,NA,9
3560,777771867,NA,9
3560,777771868,NA,9
3560,777771869,NA,9
3560,777771870,NA,9
3560,777771873,NA,9
3560,777771874,NA,22
3560,777771875,NA,22
3560,777771876,NA,22
3560,777771877,NA,22
3560,777771878,NA,9
3560,777771879,NA,9
3560,777771880,NA,9
3560,777771890,NA,22
3560,777771891,NA,22
3560,777771902,NA,22
3560,777771914,NA,22
3560,777771920,NA,22
3560,777771921,NA,22
3560,777771922,NA,22
3560,777771923,NA,22
3560,777771924,NA,22
3560,777771925,NA,22
3560,777771926,NA,22
3560,777771927,NA,22
3560,777771928,NA,22
3560,777771929,NA,22
3560,777771930,NA,22
3560,777771931,NA,22
3560,777771932,NA,22
3560,777771935,NA,22
3560,777771936,NA,22
3560,777771937,NA,22
3560,777771938,NA,22
3560,777771939,NA,22
3560,777771940,NA,22
3560,777771941,NA,22
3560,777771942,NA,22
3560,777771943,NA,22
3560,777771944,NA,22
3560,777771945,NA,22
3560,777771946,NA,22
3560,777771947,NA,22
3560,777771948,NA,22
3560,777771949,NA,22
3560,777771950,NA,22
3560,777771951,NA,22
3560,777771953,NA,22
3560,777771954,NA,22
3560,777771955,NA,22
3560,777771956,NA,22
3560,777771957,NA,22
3560,777771963,NA,22
3560,777771964,NA,22
3560,777771966,NA,22
3560,777771967,NA,22
3560,777771968,NA,22
3560,777771969,NA,22
3560,777771970,NA,22
3560,777771971,NA,22
3560,777771973,NA,22
3560,777771978,NA,22
3560,777771979,NA,22
3560,777771980,NA,22
3560,777771981,NA,22
3560,777771982,NA,22
3560,777771983,NA,22
3560,777771984,NA,22
3560,777771985,NA,22
3560,777771986,NA,22
3560,777771987,NA,22
3560,777771991,NA,22
3560,777771993,NA,22
3560,777771994,NA,22
3560,777771997,NA,22
3560,777771998,NA,22
3560,777771999,NA,22
3560,777772002,NA,22
3560,777772005,NA,22
3560,777772006,NA,22
3560,777772007,NA,22
3560,777772009,NA,22
3560,777772012,NA,22
3560,777772013,NA,22
3560,777772014,NA,22
3560,777772016,NA,22
3560,777772017,NA,22
3560,777772022,NA,22
3560,777772040,NA,22
3560,777772041,NA,22
3560,777772042,NA,22
3560,777772043,NA,22
3560,777772044,NA,22
3560,777772045,NA,9
3560,777772046,NA,22
3560,777772047,NA,9
3560,777772048,NA,22
3560,777772049,NA,22
3560,777772050,NA,22
3560,777772051,NA,22
3560,777772052,NA,22
3560,777772055,NA,22
3560,777772056,NA,22
3560,777772057,NA,22
3560,777772060,NA,22
3560,777772061,NA,22
3560,777772062,NA,22
3560,777772063,NA,22
3560,777772065,NA,22
3560,777772067,NA,22
3560,777772068,NA,22
3560,777772070,NA,22
3560,777772071,NA,9
3560,777772072,NA,22
3560,777772073,NA,9
3560,777772074,NA,22
3560,777772075,NA,22
3560,777772076,NA,22
3560,777772077,NA,22
3560,777772078,NA,22
3560,777772079,NA,22
3560,777772080,NA,22
3560,777772081,NA,22
3560,777772082,NA,22
3560,777772083,NA,22
3560,777772084,NA,9
3560,777772093,NA,22
3560,777772094,NA,22
3560,777772095,NA,22
3560,777772096,NA,22
3560,777772097,NA,22
3560,777772098,NA,22
3560,777772099,NA,22
3560,777772100,NA,22
3560,777772104,NA,22
3560,777772105,NA,9
3560,777772110,NA,9
3560,777772113,NA,9
3560,777772115,NA,22
3560,777772118,NA,22
3560,777772122,NA,9
3560,777772123,NA,22
3560,777772124,NA,22
